geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
6095250103,95,0.12285,0,0.90838,0,0.12453,0,0.1088,0,0.11943,1,0.27433,0,0.23331,0,0.19273,0,0.0,1,0.20629,0,0.02936,1,0.00349,1,0.0,1,0.125,0,0.00534,1,0.01621,1,0.03364,1,0.01313,1,0.19844,0,0.0035,1,0.0,1,0.01107,1,0.01136,0.19038,0,0.00257,0.01084,4818,2.02017,2384.95118,0.67255,0.66405,0.68578,0.62674,0.71513,0.69526,0.69611,0.51542,0.86577,0.87785,0.88093,0.80756,0.7672,0.75897,0.79061,0.6196
6095250104,95,0.07787,0,0.89351,0,0.07286,0,0.07668,0,0.08016,1,0.46126,0,0.08643,0,0.09673,0,0.0094,1,0.24138,0,0.00358,1,0.00493,1,0.0,1,0.06583,1,0.00224,1,0.00269,1,0.0,1,0.01343,1,0.44872,0,0.0,1,0.0,1,0.0009,1,0.00575,0.15333,0,0.00168,0.00426,2265,1.31053,1728.30193,0.67063,0.69421,0.64314,0.5764,0.7483,0.76711,0.67804,0.38092,0.9007,0.88618,0.89205,0.93506,0.78095,0.77603,0.83019,0.66379
6095250105,95,0.16852,0,0.98309,0,0.06108,0,0.06449,0,0.05965,1,0.50864,0,0.09452,0,0.13058,0,0.0027,1,0.20571,0,0.02299,1,0.00255,1,0.0,1,0.05289,1,0.05214,0,0.0,1,0.01548,1,0.04162,1,0.39384,0,0.00526,1,0.00796,1,0.03982,1,0.01643,0.11811,0,0.01474,0.01101,7257,3.44569,2106.11211,0.70171,0.70226,0.72594,0.63567,0.71692,0.71184,0.68276,0.57185,0.91527,0.92612,0.9223,0.90688,0.79388,0.7924,0.78677,0.74277
6095250106,95,0.14011,0,0.99978,0,0.06089,0,0.03985,1,0.08386,1,0.41444,0,0.17105,0,0.07661,1,0.00016,1,0.26035,0,0.00171,1,0.0,1,0.0,1,0.03063,1,0.04297,1,0.00117,1,0.06267,1,0.00925,1,0.30095,0,0.00399,1,0.01789,1,0.00831,1,0.01131,0.23503,0,0.00422,0.00773,3695,18.53764,199.32422,0.72047,0.69406,0.74229,0.74685,0.77433,0.72954,0.74453,0.62919,0.90185,0.90765,0.9104,0.90733,0.82047,0.80452,0.80954,0.76284
6095250200,95,0.17685,0,0.96603,0,0.12225,0,0.10956,0,0.09254,1,0.20459,0,0.16119,0,0.23881,0,0.00092,1,0.32537,0,0.05924,1,0.0,1,0.0,1,0.16073,0,0.00367,1,0.0,1,0.0,1,0.0,1,0.18507,0,0.0,1,0.00781,1,0.0186,1,0.00997,0.234,0,0.00684,0.0077,4294,1.35031,3180.00037,0.6435,0.53497,0.73418,0.6125,0.69149,0.68916,0.58955,0.49383,0.87951,0.90118,0.88757,0.86908,0.73807,0.72447,0.65031,0.63407
6095250300,95,0.14926,0,0.8654,0,0.1719,0,0.10467,0,0.11126,1,0.22021,0,0.20671,0,0.24885,0,0.0,1,0.28407,0,0.04806,1,0.0,1,0.0,1,0.15602,0,0.01745,1,0.00889,1,0.01251,1,0.01152,1,0.20079,0,0.01382,1,0.0,1,0.0,1,0.00722,0.11216,0,0.00427,0.00662,3556,1.09778,3239.2627,0.65645,0.59565,0.75342,0.54795,0.64364,0.64607,0.63478,0.42941,0.87321,0.8681,0.95536,0.88696,0.71224,0.71806,0.68712,0.58673
6095250400,95,0.05532,1,0.986,0,0.1453,0,0.09827,0,0.09094,1,0.08661,1,0.02598,1,0.26049,0,0.0,1,0.53864,0,0.0,1,0.0,1,0.0,1,0.15756,0,0.10227,1,0.00067,1,0.0,1,0.02865,1,0.05463,1,0.0,1,0.0,1,0.0,1,0.00712,0.05778,0,0.00294,0.01046,3376,1.0972,3076.93376,0.61572,0.56945,0.68302,0.45466,0.68613,0.69515,0.69135,0.40984,0.8221,0.83801,0.91321,0.82308,0.75304,0.72253,0.80676,0.60605
6095250501,95,0.11623,0,0.99044,0,0.12233,0,0.13111,0,0.12015,1,0.0402,1,0.18045,1,0.33942,0,0.0,1,0.36958,0,0.04111,1,0.0,1,0.0,1,0.24349,0,0.0,1,0.01827,1,0.0,1,0.0,1,0.04066,1,0.00777,1,0.0,1,0.0,1,0.00496,0.21626,0,0.00209,0.00575,2218,1.29978,1706.43734,0.66173,0.6424,0.88872,0.54359,0.71099,0.71179,0.73915,0.48468,0.83083,0.89769,0.88748,0.81843,0.74396,0.67957,0.79504,0.64957
6095250502,95,0.11622,1,0.96078,0,0.05784,1,0.08317,0,0.08049,1,0.24511,0,0.10341,0,0.28731,0,0.0,1,0.23561,0,0.0777,1,0.00894,1,0.0,1,0.16657,0,0.0,1,0.00587,1,0.00475,1,0.0,1,0.22191,0,0.01006,1,0.0,1,0.0,1,0.00841,0.14917,0,0.00387,0.00875,3276,1.87651,1745.79618,0.66192,0.63729,0.72109,0.61765,0.74481,0.74684,0.71707,0.53684,0.87079,0.88398,0.90798,0.84076,0.79674,0.77682,0.74091,0.72018
6095250601,95,0.11482,0,0.96286,0,0.09374,0,0.15023,0,0.13294,1,0.10339,0,0.20499,0,0.46664,0,0.0,1,0.18064,0,0.10064,1,0.00354,1,0.0,1,0.27676,0,0.04089,1,0.00015,1,0.01026,1,0.01024,1,0.07635,0,6e-05,1,0.00149,1,0.00503,1,0.0109,0.28034,0,0.00254,0.0107,4862,2.42144,2007.89857,0.60975,0.58839,0.61828,0.5176,0.66176,0.66079,0.60445,0.54394,0.84145,0.80925,0.81139,0.84086,0.71077,0.68386,0.66577,0.62988
6095250604,95,0.14671,0,0.99243,0,0.09651,0,0.0444,0,0.078,1,0.34423,0,0.16615,0,0.13447,0,0.0,1,0.29357,0,0.03126,1,0.00248,1,3e-05,1,0.06363,0,0.00527,1,0.0062,1,0.00302,1,0.01297,1,0.29059,0,0.00275,1,0.0149,1,0.01586,1,0.01056,0.13489,0,0.00142,0.00775,3858,2.65262,1454.41359,0.68651,0.66589,0.73287,0.5543,0.76463,0.75336,0.72999,0.55878,0.90604,0.89787,0.93506,0.84981,0.79854,0.80772,0.77995,0.73149
6095250605,95,0.09074,0,0.99332,0,0.06085,0,0.05911,0,0.09267,1,0.34977,0,0.18807,0,0.11971,0,0.0,1,0.31921,0,0.00108,1,0.00012,1,0.00625,1,0.0849,0,0.01331,1,8e-05,1,0.01093,1,0.0201,1,0.325,0,0.00557,1,0.00598,1,0.0,1,0.01011,0.0,1,0.00215,0.00927,4021,4.20518,956.20248,0.69201,0.65222,0.72412,0.65138,0.76709,0.72461,0.71143,0.52951,0.9008,0.8797,0.93189,0.88,0.82316,0.7871,0.78399,0.75744
