geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
6097150100,97.0,0.06906,1.0,0.93756,0.0,0.01115,1.0,0.04029,1.0,0.05929,1.0,0.00874,1.0,0.0,1.0,0.15545,0.0,0.0,1.0,0.83162,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13721,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00456,1.0,0.00418,1.0,0.0,1.0,0.0,1.0,0.00601,0.23574,0.0,0.01345,0.00825,2149.0,190.26903,11.29453,0.73175,0.61462,0.82341,0.69876,0.89284,0.82741,0.90636,0.7048,0.91877,0.93022,1.0,0.95568,0.89814,0.8447,0.79705,0.78889
6097150203,97.0,0.04268,1.0,0.87454,0.0,0.18667,0.0,0.10536,0.0,0.0535,1.0,0.02719,1.0,0.00329,1.0,0.16795,0.0,0.0,1.0,0.78228,0.0,0.01381,1.0,0.0,1.0,0.0,1.0,0.12826,0.0,0.0,1.0,0.0171,1.0,0.01052,1.0,0.0,1.0,0.00373,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0105,0.10466,0.0,0.00944,0.01098,4535.0,4.51149,1005.21123,0.77217,0.73105,0.87329,0.69313,0.87172,0.79935,0.77127,0.67705,0.94817,0.942,0.97863,0.92573,0.90934,0.86756,0.86125,0.74056
6097150204,97.0,0.02514,1.0,0.95675,0.0,0.04389,1.0,0.13769,0.0,0.03991,1.0,0.01073,1.0,0.0,1.0,0.17671,0.0,0.0022,1.0,0.78888,0.0,0.00881,1.0,0.0,1.0,0.0,1.0,0.1313,0.0,0.00275,1.0,0.0278,1.0,0.00248,1.0,0.0,1.0,0.0,1.0,0.00275,1.0,0.0,1.0,0.0,1.0,0.00798,0.10223,0.0,0.01096,0.0084,3567.0,2.69592,1323.10949,0.79169,0.71441,0.88686,0.77687,0.90521,0.82405,0.94841,0.63049,0.94805,0.91022,0.97752,0.93461,0.91138,0.87568,0.94032,0.79376
6097150205,97.0,0.07135,1.0,0.96604,0.0,0.14839,0.0,0.05111,0.0,0.04161,1.0,0.06677,1.0,0.00548,1.0,0.22287,0.0,0.0,1.0,0.65353,0.0,0.01319,1.0,0.0,1.0,0.0,1.0,0.1632,0.0,0.02983,1.0,0.01197,1.0,0.02801,1.0,0.00934,1.0,0.00284,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00836,0.14568,0.0,0.00986,0.01022,3990.0,15.52613,256.98607,,,,,,,,,0.93933,0.90885,0.91717,0.93311,0.92223,0.83858,0.92346,0.82028
6097150206,97.0,0.07134,1.0,0.96604,0.0,0.14839,0.0,0.05111,0.0,0.04161,1.0,0.06677,1.0,0.00548,1.0,0.22285,0.0,0.0,1.0,0.65354,0.0,0.01319,1.0,0.0,1.0,0.0,1.0,0.16318,0.0,0.02984,1.0,0.01197,1.0,0.02801,1.0,0.00934,1.0,0.00284,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00282,0.0,1.0,0.00352,0.00428,1248.0,16.66085,74.90612,,,,,,,,,0.94007,0.89381,0.95302,0.91312,0.92842,0.86473,0.98449,0.71434
6097150303,97.0,0.01245,1.0,0.93027,0.0,0.08592,1.0,0.04271,0.0,0.03294,1.0,0.00645,1.0,0.0,1.0,0.0759,0.0,0.0,1.0,0.86668,0.0,0.00445,1.0,0.0,1.0,0.0,1.0,0.05386,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00423,1.0,0.0,1.0,0.002,1.0,0.01171,0.16497,0.0,0.00288,0.00862,4019.0,61.47939,65.3715,0.79533,0.6662,0.85011,0.63695,0.89694,0.83928,0.88632,0.65079,0.96076,0.89347,0.97208,0.93026,0.92824,0.84745,0.91345,0.72031
6097150304,97.0,0.03724,0.0,0.99194,0.0,0.09248,1.0,0.04356,0.0,0.08467,1.0,0.01212,1.0,0.0246,1.0,0.29269,0.0,0.0,1.0,0.66631,0.0,0.00588,1.0,0.0,1.0,0.0,1.0,0.25169,0.0,0.01159,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01212,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0115,0.19336,0.0,0.00315,0.01171,5848.0,3.08612,1894.93764,0.71921,0.65574,0.83502,0.6321,0.86277,0.76965,0.8054,0.68249,0.94429,0.92762,0.93702,0.92828,0.8837,0.82152,0.8422,0.74838
6097150305,97.0,0.32923,0.0,0.98053,0.0,0.10234,0.0,0.12281,0.0,0.11566,1.0,0.00475,1.0,0.00597,1.0,0.63003,0.0,7e-05,1.0,0.27133,0.0,0.00401,1.0,0.0,1.0,0.0,1.0,0.61122,0.0,0.0,1.0,0.00706,1.0,0.0,1.0,0.0001,1.0,0.00384,1.0,4e-05,1.0,0.0,1.0,0.0,1.0,0.00647,0.16736,0.0,0.00594,0.00761,5360.0,3.28553,1631.39734,0.70357,0.57423,0.83648,0.7083,0.82623,0.74989,0.67159,0.625,0.93943,0.9207,0.95818,0.95727,0.86575,0.77652,0.85366,0.72264
6097150306,97.0,0.18833,0.0,0.98454,0.0,0.05846,0.0,0.05822,0.0,0.10012,1.0,0.01917,1.0,0.0,1.0,0.27905,0.0,0.0,1.0,0.62272,0.0,0.00805,1.0,0.0,1.0,0.0,1.0,0.2587,0.0,0.00402,1.0,0.0,1.0,0.0,1.0,0.00686,1.0,0.00592,1.0,0.00473,1.0,0.0,1.0,0.0,1.0,0.00835,0.2635,0.0,0.00189,0.00718,3751.0,12.74536,294.30322,0.77993,0.62956,0.99999,0.78338,0.86204,0.73614,0.86865,0.65448,0.94786,0.92177,0.97098,0.93941,0.88959,0.77347,0.94511,0.74867
6097150501,97.0,0.02403,1.0,0.97947,0.0,0.09187,1.0,0.09467,0.0,0.06127,1.0,0.03011,1.0,0.00418,1.0,0.05291,0.0,0.00836,1.0,0.83103,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04726,0.0,0.0,1.0,0.00042,1.0,0.0,1.0,0.01171,1.0,0.01757,1.0,0.00418,1.0,0.0,1.0,0.0,1.0,0.00675,0.21273,0.0,0.00515,0.00504,2462.0,43.99764,55.95755,,,,,,,,,0.95798,0.94107,0.94253,0.9176,0.92559,0.85894,0.87272,0.80949
