geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
6029000102,29,0.01923,1,0.93361,0,0.16957,0,0.21021,0,0.07405,1,0.0,1,0.0,1,0.12153,0,0.0,1,0.86026,0,0.01135,1,0.0,1,0.00567,1,0.08809,0,0.00597,1,0.0,1,0.0,1,0.0,1,0.0,1,0.00478,1,0.0,1,0.0,1,0.00509,0.2507,0,0.00222,0.00561,3436,1.70682,2013.10549,0.64669,0.55563,0.67105,0.51208,0.69465,0.62557,0.43059,0.54758,0.84757,0.87026,1.0,0.81822,0.73215,0.69547,0.49993,0.59641
6029000103,29,0.03061,1,0.955,0,0.14769,0,0.19438,0,0.11024,1,0.00409,1,0.01372,1,0.27174,0,0.01364,1,0.64655,0,0.00547,1,0.0,1,0.0,1,0.23327,0,0.01048,1,0.0,1,0.0,1,0.00031,1,0.00216,1,0.0,1,0.0,1,0.00162,1,0.0049,0.20987,0,0.00327,0.00576,3837,1.26142,3041.80141,,,,,,,,,0.83205,0.87695,0.91812,0.79388,0.64391,0.56684,0.58068,0.53219
6029000104,29,0.03061,1,0.955,0,0.14769,0,0.19438,0,0.11024,1,0.00409,1,0.01372,1,0.27174,0,0.01364,1,0.64655,0,0.00547,1,0.0,1,0.0,1,0.23327,0,0.01048,1,0.0,1,0.0,1,0.00031,1,0.00216,1,0.0,1,0.0,1,0.00162,1,0.00211,0.11072,0,0.00021,0.00222,1661,1.10284,1506.11358,,,,,,,,,0.88505,0.88128,0.99962,0.84127,0.7493,0.65595,0.76938,0.59436
6029000105,29,0.03061,1,0.955,0,0.14769,0,0.19438,0,0.11024,1,0.00409,1,0.01372,1,0.27174,0,0.01364,1,0.64655,0,0.00547,1,0.0,1,0.0,1,0.23327,0,0.01048,1,0.0,1,0.0,1,0.00031,1,0.00216,1,0.0,1,0.0,1,0.00162,1,0.00681,0.16733,0,0.00236,0.01005,5359,2.05689,2605.38815,,,,,,,,,0.8273,0.8869,0.93192,0.79482,0.74625,0.64705,0.7391,0.58976
6029000106,29,0.03061,1,0.955,0,0.14769,0,0.19438,0,0.11024,1,0.00409,1,0.01372,1,0.27174,0,0.01364,1,0.64655,0,0.00547,1,0.0,1,0.0,1,0.23327,0,0.01048,1,0.0,1,0.0,1,0.00031,1,0.00216,1,0.0,1,0.0,1,0.00162,1,0.00333,0.28053,0,0.0395,0.00325,2672,15.99864,167.01418,,,,,,,,,0.85871,0.85305,0.92862,0.93474,0.69854,0.57647,0.70005,0.58937
6029000201,29,0.04675,1,0.82522,0,0.24281,0,0.34922,0,0.07013,1,0.01184,1,0.02597,1,0.19928,0,0.00836,1,0.72841,0,0.03204,1,0.0,1,0.00012,1,0.13457,1,0.02164,1,0.00298,1,0.0,1,0.0,1,3e-05,1,0.0001,1,0.0,1,0.01181,1,0.00644,0.43236,0,0.00211,0.00463,4494,1.39908,3212.11541,,,,,,,,,0.82497,0.81281,0.99369,0.7971,0.54369,0.54504,0.51095,0.43153
6029000202,29,0.04705,1,0.82517,0,0.24274,0,0.34949,0,0.07073,1,0.01196,1,0.0263,1,0.2021,0,0.00863,1,0.72432,0,0.03201,1,0.0,1,0.0,1,0.13719,1,0.02178,1,0.00299,1,0.0,1,1e-05,1,7e-05,1,0.0,1,0.0,1,0.01188,1,0.0054,0.32079,0,0.00264,0.00377,3830,1.53868,2489.14513,,,,,,,,,0.87964,0.91905,1.0,0.88028,0.64142,0.57752,0.36019,0.47596
6029000300,29,0.03392,1,0.80743,0,0.21799,0,0.39466,0,0.11443,1,0.01297,1,0.0,1,0.29162,0,0.00094,1,0.59245,0,0.00319,1,0.0,1,0.0,1,0.26062,0,0.00939,1,0.0,1,0.0,1,0.0,1,0.01071,1,0.0,1,0.0,1,0.0,1,0.00676,0.41244,0,0.00161,0.00529,4665,1.51829,3072.53759,0.66012,0.63102,0.6144,0.6027,0.55605,0.47207,0.46998,0.38797,0.83783,0.82131,0.86489,0.88363,0.60149,0.46272,0.66671,0.37358
6029000400,29,0.02667,1,0.75361,0,0.23603,0,0.44186,0,0.12349,1,0.01953,1,0.02651,1,0.20419,0,0.00372,1,0.69744,0,0.01628,1,0.0,1,0.0,1,0.16744,0,0.00186,1,0.01465,1,0.0,1,0.0,1,0.01233,1,0.0,1,0.0,1,0.0,1,0.00623,0.41508,0,0.00345,0.00478,4808,3.15943,1521.79364,0.56484,0.43704,0.41667,0.54878,0.48873,0.45,0.75,0.4,0.8167,0.82987,0.73341,0.82724,0.53923,0.49357,0.65202,0.41533
6029000504,29,0.06933,1,0.81958,0,0.10694,0,0.23061,0,0.10795,1,0.01926,1,0.0085,1,0.31637,0,0.03359,1,0.60614,0,0.00872,1,0.0,1,0.0,1,0.26847,0,0.02444,1,0.0,1,0.01096,1,0.0,1,0.00823,1,0.0,1,7e-05,1,0.0,1,0.00693,0.20151,0,0.00444,0.00606,4621,3.32969,1387.81816,0.6174,0.55856,0.57143,0.5894,0.76397,0.63068,0.72414,0.59449,0.90168,0.89528,0.92298,0.85354,0.80147,0.70927,0.70276,0.67346
