geoid,countyfp,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth,pop20,areakm,popdens,pollvoter_dens,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag
6083000101,83,0.93814,0.92614,0.90908,0.88408,5931,3.79251,1563.87031,0.01095,0.02072,0.10716,0,0.9462,0,0.10102,0,0.12402,0,0.07642,1,0.06889,0,0.05711,0,0.27017,0,0.00131,1,0.59237,0,0.01015,1,0.0,1,0.0,1,0.18409,0,0.00213,1,0.00933,1,0.0,1,0.01244,1,0.00442,1,0.0,1,0.0,1,0.02946,1,0.01752,0.22776,0
6083000102,83,0.90832,0.88145,0.96583,0.89964,5393,2.43535,2214.46346,0.01511,0.01628,0.09414,0,0.93502,0,0.07734,0,0.07349,0,0.11283,1,0.04738,0,0.00037,1,0.2288,0,0.00903,1,0.68437,0,0.00461,1,0.0,1,0.00332,1,0.1569,0,0.00332,1,0.03097,1,0.01106,1,0.01291,1,0.00737,1,0.0094,1,0.00258,1,0.00277,1,0.01423,0.11388,0
6083000103,83,0.93862,0.8936,0.97758,0.95018,3483,43.04748,80.91067,0.00838,0.00833,0.01192,1,0.98078,0,0.07058,0,0.06274,1,0.07685,1,0.01255,0,7e-05,1,0.12033,0,2e-05,1,0.82664,0,0.00407,1,1e-05,1,0.0,1,0.11617,0,0.0,1,5e-05,1,0.00264,1,2e-05,1,0.0032,1,0.00494,1,0.00174,1,0.0,1,0.01001,0.0,1
6083000201,83,0.95192,0.91651,0.95086,0.89994,2657,0.96787,2745.1948,0.00354,0.0038,0.1249,1,0.87403,0,0.0794,1,0.04853,0,0.09133,1,0.04019,0,0.01076,1,0.29044,0,0.0,1,0.63751,0,0.04912,1,0.0,1,0.0,1,0.23341,0,0.0,1,0.0,1,0.00244,1,0.01035,1,0.00244,1,0.00203,1,0.0,1,0.00548,1,0.0066,0.1463,0
6083000202,83,0.93301,0.89963,0.983,0.89253,2432,1.87863,1294.56111,0.00521,0.01538,0.12453,1,0.87473,0,0.07938,1,0.04883,0,0.09159,1,0.04027,0,0.01063,1,0.2897,0,0.00011,1,0.63807,0,0.04858,1,0.0,1,4e-05,1,0.23248,0,4e-05,1,0.00037,1,0.00254,1,0.01038,1,0.0025,1,0.00212,1,3e-05,1,0.00545,1,0.0067,0.12141,0
6083000301,83,0.90548,0.8712,0.9482,0.80575,2889,0.50998,5664.87466,0.00694,0.00447,0.12365,0,0.92833,0,0.10894,0,0.18395,0,0.11674,1,0.04263,1,0.0073,1,0.29032,0,0.0,1,0.59793,0,0.00845,1,0.0,1,0.0,1,0.25461,0,0.0,1,0.00461,1,0.0,1,0.02112,1,0.0073,1,0.0,1,0.0,1,0.01421,1,0.00676,0.1496,0
6083000302,83,0.9162,0.89318,0.95522,0.86458,4147,1.02112,4061.20801,0.00923,0.02801,0.16727,0,0.95736,0,0.08644,0,0.11111,0,0.09315,1,0.04737,0,0.01344,1,0.3949,0,0.0,1,0.51788,0,0.023,1,0.00319,1,0.0,1,0.33569,0,0.0,1,0.02596,1,0.01116,1,0.00342,1,0.023,1,0.00387,1,0.0,1,0.00205,1,0.01138,0.25827,0
6083000400,83,0.93162,0.90935,0.88481,0.90804,4926,2.05707,2394.66262,0.01193,0.01038,0.04152,1,0.99062,0,0.02001,1,0.10229,0,0.08975,1,0.05879,0,0.0,1,0.13859,0,0.0,1,0.79285,0,0.00203,1,0.00295,1,0.0,1,0.10044,0,0.0,1,0.01917,1,0.0,1,0.0317,1,0.00479,1,0.0,1,0.00848,1,0.0,1,0.01548,0.15367,0
6083000501,83,0.93566,0.94608,0.93992,0.93627,3334,23.63144,141.08323,0.00812,0.00283,0.02238,1,0.95836,0,0.0402,1,0.03971,0,0.07224,1,0.07164,1,0.00269,1,0.07971,0,0.0,1,0.82358,0,0.00298,1,0.0,1,0.0,1,0.06985,0,0.0,1,0.00687,1,0.0,1,0.06656,1,0.0,1,0.00209,1,0.00298,1,0.0,1,0.00953,0.01914,0
6083000502,83,0.93667,0.93389,0.87677,0.89877,5954,2.97057,2004.332,0.01455,0.00859,0.02123,1,0.9654,0,0.03177,1,0.09814,0,0.05902,1,0.01975,1,0.02295,1,0.12834,0,0.00503,1,0.81213,0,2e-05,1,0.00346,1,0.0,1,0.09811,0,0.0,1,0.01576,1,0.00895,1,0.00588,1,0.00236,1,2e-05,1,2e-05,1,0.0,1,0.01762,0.03619,0
