geoid,countyfp,pop20,areakm,popdens,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,pollvoter_dens,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag
6065030101,65.0,1250.0,0.4879,2561.97475,0.89109,0.88068,1.0,0.82982,0.71573,0.67893,0.74201,0.61027,0.65055,0.70224,0.37059,0.5865,0.60309,0.60608,0.48743,0.4673,0.00042,0.00021,0.19468,0.0,0.97527,1.0,0.1405,1.0,0.15869,1.0,0.19067,1.0,0.13322,1.0,0.14654,0.0,0.58535,0.0,0.0,1.0,0.11241,0.0,0.02748,1.0,0.0,1.0,0.0,1.0,0.49376,0.0,0.06411,1.0,0.0,1.0,0.05246,1.0,0.00666,1.0,0.05495,1.0,0.0,1.0,0.00333,1.0,0.01082,1.0,0.00045,0.20304,0.0
6065030103,65.0,2109.0,1.00645,2095.49159,0.8996,0.88928,0.91694,0.90375,0.7385,0.68633,0.64419,0.55468,0.63702,0.63194,0.5302,0.59656,0.63642,0.55013,0.60863,0.38193,0.00076,0.00084,0.15341,0.0,0.87909,0.0,0.15472,0.0,0.27829,0.0,0.09262,1.0,0.0237,1.0,0.00228,1.0,0.70146,0.0,0.00044,1.0,0.25011,0.0,0.02019,1.0,2e-05,1.0,0.0,1.0,0.65755,0.0,0.0,1.0,0.00745,1.0,0.00131,1.0,0.00877,1.0,0.01272,1.0,3e-05,1.0,0.0,1.0,1e-05,1.0,0.00079,0.17927,0.0
6065030104,65.0,7291.0,3.44832,2114.36573,0.87158,0.87137,0.89866,0.82955,0.72145,0.69406,0.72189,0.60918,0.60264,0.57893,0.63593,0.58962,0.62471,0.58261,0.56776,0.41863,0.00304,0.00322,0.18913,0.0,0.99097,0.0,0.0809,0.0,0.10379,0.0,0.12641,1.0,0.09516,0.0,0.08471,0.0,0.66248,0.0,0.00118,1.0,0.13281,0.0,0.05582,1.0,0.00261,1.0,0.0,1.0,0.57856,0.0,0.00601,1.0,0.00745,1.0,0.00288,1.0,0.02471,1.0,0.04105,0.0,0.0,1.0,0.00379,1.0,0.00523,1.0,0.00278,0.25838,0.0
6065030200,65.0,4973.0,5.63924,881.85667,0.8822,0.84891,0.94627,0.83376,0.80822,0.745,0.69114,0.62019,0.59934,0.53535,0.69404,0.55447,0.72151,0.6417,0.64918,0.50165,0.00263,0.00061,0.06178,0.0,0.97454,0.0,0.13133,0.0,0.05148,0.0,0.07411,1.0,0.01791,1.0,0.0349,0.0,0.3882,0.0,0.00157,1.0,0.51381,0.0,0.01478,1.0,0.00716,1.0,0.0,1.0,0.34657,0.0,1e-05,1.0,0.0,1.0,0.0,1.0,0.00157,1.0,0.00716,1.0,0.01275,1.0,0.0,1.0,0.00336,1.0,0.00219,0.11994,0.0
6065030300,65.0,4472.0,2.48182,1801.90576,0.85614,0.86516,0.87449,0.82913,0.73127,0.66986,0.77663,0.5992,0.63067,0.60395,0.61793,0.51543,0.61401,0.5481,0.68031,0.42648,0.00183,0.02895,0.12082,1.0,0.81552,0.0,0.08961,0.0,0.24298,0.0,0.08425,1.0,0.01597,1.0,0.10808,0.0,0.49988,0.0,0.00197,1.0,0.3466,0.0,0.028,1.0,0.00172,1.0,0.00246,1.0,0.40285,0.0,0.0167,1.0,0.0199,1.0,0.0,1.0,0.01155,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00147,1.0,0.00195,0.38844,0.0
6065030400,65.0,7035.0,2.73969,2567.8057,0.91167,0.91274,0.89253,0.8825,0.64469,0.61309,0.63606,0.53917,0.62074,0.60384,0.56263,0.56301,0.55069,0.5418,0.38141,0.37935,0.0014,0.00163,0.2359,0.0,0.89277,0.0,0.06242,0.0,0.25141,0.0,0.1568,0.0,0.01394,1.0,0.06112,0.0,0.83089,0.0,0.0,1.0,0.09094,0.0,0.06127,0.0,0.00134,1.0,0.0,1.0,0.76517,0.0,0.0,1.0,0.0,1.0,0.00178,1.0,0.00326,1.0,0.00727,1.0,0.00163,1.0,0.0,1.0,0.0,1.0,0.00193,0.23251,0.0
6065030501,65.0,4933.0,1.88016,2623.71902,0.88276,0.86677,0.8443,0.85013,0.67594,0.62883,0.61274,0.58495,0.60482,0.56694,0.41494,0.55274,0.60079,0.58595,0.39647,0.43425,0.00166,0.00099,0.20229,0.0,0.94724,0.0,0.12945,0.0,0.18987,0.0,0.17936,1.0,0.07749,0.0,0.13165,0.0,0.62846,0.0,0.0,1.0,0.15361,0.0,0.01317,1.0,0.0,1.0,0.0,1.0,0.59773,0.0,0.00066,1.0,0.01031,1.0,1e-05,1.0,0.01581,1.0,0.01317,1.0,0.00505,1.0,0.02523,1.0,0.009,1.0,0.00184,0.26512,0.0
6065030502,65.0,2151.0,1.93061,1114.15657,0.8593,0.878,0.98098,0.84602,0.5527,0.55506,0.61684,0.45033,0.59037,0.55327,0.613,0.59001,0.51,0.53366,0.41087,0.38762,0.00054,0.00492,0.32522,0.0,0.95675,0.0,0.09254,1.0,0.34964,0.0,0.10284,1.0,0.00064,1.0,0.08129,0.0,0.81497,0.0,1e-05,1.0,0.10095,0.0,0.03817,1.0,0.0,1.0,0.0,1.0,0.69438,0.0,0.00637,1.0,0.00152,1.0,0.00025,1.0,5e-05,1.0,0.00633,1.0,0.0,1.0,2e-05,1.0,5e-05,1.0,0.00061,0.31124,0.0
6065030503,65.0,3774.0,0.55722,6772.94495,0.87456,0.8924,0.81264,0.86033,0.58045,0.57851,0.59814,0.48971,0.63285,0.61025,0.47606,0.61128,0.49235,0.50904,0.49303,0.36215,0.00088,0.00064,0.29849,0.0,0.83942,0.0,0.14827,0.0,0.31999,0.0,0.15089,0.0,0.00223,1.0,0.05457,0.0,0.84382,0.0,0.0,1.0,0.06682,0.0,0.03369,1.0,0.0,1.0,0.0,1.0,0.79204,0.0,0.00362,1.0,0.00167,1.0,0.0,1.0,0.0,1.0,0.00111,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00084,0.13693,0.0
6065030602,65.0,3346.0,3.2953,1015.38678,0.92667,0.92301,0.9221,0.91088,0.8944,0.83585,0.83015,0.79387,0.69689,0.61114,0.70644,0.6536,0.83736,0.77694,0.71792,0.6195,0.00154,0.0006,0.03532,1.0,0.994,0.0,0.17872,0.0,0.07114,0.0,0.06101,1.0,0.0542,1.0,0.05574,1.0,0.17281,0.0,0.00526,1.0,0.68009,0.0,0.00248,1.0,0.0,1.0,0.0,1.0,0.15175,0.0,0.01858,1.0,0.0,1.0,0.0,1.0,0.00465,1.0,0.00496,1.0,0.01672,1.0,0.02354,1.0,0.00434,1.0,0.00182,0.04221,0.0
